Scheme_ID,Title,Category,Description,Tags,Link
c5e736a1,Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom:Large cardamom Irrigation Land Development : Irrigation / water storage structures(nos),Agriculture,"The scheme aims to motivate the growers to bring more area under irrigation by constructing water storage structures, rain water harvesting structures and installation of irrigation equipments for increasing the productivity and improving quality of large cardamom.","Agriculture, Farmer, Farming, Water Storage Structures, Subsidy",https://www.myscheme.gov.in/schemes/isfepqiisar
fe3d7da2,Large cardamom Irrigation Land Development : Irrigation equipment (nos),Agriculture,"The scheme aims to motivate the growers to bring more area under irrigation by constructing water storage structures, rain water harvesting structures and installation of irrigation equipments for increasing the productivity and improving quality of large cardamom.","Rain Water Harvesting, Land Holding, Agriculture, Farmer",https://www.myscheme.gov.in/schemes/lcildie
4f2451df,Large cardamom Irrigation Land Development : Rainwater harvesting structure(nos),Agriculture,"The scheme aims to motivate the growers to bring more area under irrigation by constructing water storage structures, rain water harvesting structures and installation of irrigation equipments for increasing the productivity and improving quality of large cardamom","Rainwater Harvesting Structure, Water Storage, Agriculture, Water Storage",https://www.myscheme.gov.in/schemes/lcildrh
140599f3,Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom: Export Oriented Production:Large Cardamom Replanting/New planting (Ha),Agriculture,"Under this scheme, growers are encouraged to adopt systematic replanting of large cardamom using high-yielding, disease-free planting materials. It aims to increase productivity, improve quality, and enhance export competitiveness under the Spices Board of India.","Agriculture, Farming, Farmer, Subsidy",https://www.myscheme.gov.in/schemes/isfepqiisaradoceoplcrnp
d941aa6a,DEMO0605,Agriculture,m,M,https://www.myscheme.gov.in/schemes/demo10
f4ea85c2,Employees' Pension Scheme,Benefits Social,"The scheme ensures retirement security for employees covered under the EPF Act, offering monthly pensions, family pensions, and withdrawal benefits. It targets workers in organised sectors, providing financial support post-retirement, during disability, or to dependents after the member’s death.","Employment, Pension, Retirement, Senior Citizen, EPFO",https://www.myscheme.gov.in/schemes/eps
ab7c5030,Financial Assistance For Purchase Of Stationery To SC/ST/OBC/Minorities Students,Benefits Social,Welfare scheme of Department For The Welfare Of SC/ST/OBC’s/Minorities to provide help for purchase of stationery to SC/ST/OBC/Minorities Students of 1st to 12th class studying Govt. of India/GNCT of Delhi/Aided Recognized schools.,"Financial Assistance, Scheduled Caste, Scheduled Tribe, Other Backward Classes, Minorities, Purchase Of Stationery, Students",https://www.myscheme.gov.in/schemes/fafps
449b0ff9,Handloom Rebate Scheme,Benefits Social,The scheme provides 10% special rebate for 120 festival days; Additional 5-15% permanent rebates for regular sales; Enhanced 20% rebates for women-led cooperatives. The scheme aims to enhance market competitiveness for Gujarat's handloom cooperatives and apex societies.,"Handloom, Rebate, Festival, Artisan, Women",https://www.myscheme.gov.in/schemes/hrs-g2
3538ea87,Garima Greh Shelter Homes For Transgender Persons,Benefits Social,"Garima Greh aims to provide shelter to Destitute & abandoned Transgender persons with basic amenities like shelter, food, medical care and recreational facilities.","Transgender, Shelter Home, Accomodation, Rehabilitation",https://www.myscheme.gov.in/schemes/smile
20084559,Gharaunda-Group Home for Adults Scheme,Benefits Social,Gharaunda (Group Home for Adults) scheme aims at setting up Gharaunda Centres or Registered Organisations (RO) for for all Adult PwDs covered under the National Trust Act with adequate and quality care service with acceptable living standards including provision of basic medical care from profession,"Person With Disability, Respite And Residential Care, Group Home, Life Long Shelter, Abandoned",https://www.myscheme.gov.in/schemes/gghas
30bf6c51,Indira Gandhi National Disability Pension Scheme,Benefits Social,A non-contributory pension scheme to provide social security to Divyangjans aged 18 and above who belong to a poor family (BPL) in society.,"Differently Abled, Pension, Below Poverty Line - BPL",https://www.myscheme.gov.in/schemes/igndps
05ebf11b,Indira Gandhi National Disability Pension Scheme- Chhattisgarh,Benefits Social,"Under this scheme, a monthly pension of ₹500/- is provided to severely disabled (with a disability of 80% and above) and multi-disabled individuals aged 18 to 79 years who are living below the poverty line (BPL) to support them in living a respectful life.","Indira Gandhi, Disability, Pension, BPL, PWD",https://www.myscheme.gov.in/schemes/igndpschh
1255c790,Indira Gandhi National Old Age Pension Scheme- Chhattisgarh,Benefits Social,"Under this scheme, financial assistance is provided to elderly people aged 60 years and above living Below the Poverty Line (BPL) to support them in living a respectful life.","Indira Gandhi, Old Age, Pension, Senior Citizen, BPL",https://www.myscheme.gov.in/schemes/ignoapsch
92b58db0,Indira Gandhi National Widow Pension Scheme,Benefits Social,A non-contributory pension scheme to provide social security to widows of poor family (BPL)  of the society.,"Widow, Pension, Below Poverty Line - BPL",https://www.myscheme.gov.in/schemes/ignwps
0a988d5d,Financial Assistance to Destitute Elderly and Disabled Person,Benefits Social,"The scheme ""Financial Assistance to Destitute Elderly and Disabled Person"" provides monthly financial aid to elderly individuals (60+) and severely disabled persons who meet specific income and dependency criteria.","Elderly Pension, Senior Citizen, Disabled Person, Social Welfare",https://www.myscheme.gov.in/schemes/fadedp
37815271,Financial Assistance to Helpless Artists,Benefits Social,"Under this scheme, monthly financial assistance is given to artists and their dependents who are physically disabled, over 60 years old, have a monthly income of less than ₹600, and are unable to sustain themselves due to age or disability.","Financial Assistance, Senior Citizen, Artist, Physically Disabled, PwD",https://www.myscheme.gov.in/schemes/fatha
8f0c1456,Financial Assistance To Dependent Children Of Widows And Destitute Women,Benefits Social,"The scheme ""Financial Assistance To Dependent Children of Widows And Destitute Women"" is a Social Welfare scheme by the Dept. of Social Welfare, Women & Child Development, Govt. of Chandigarh; to extend financial assistance (₹ 1000/- per month per child) to children who are fatherless or orphan.","Women, Widow, Social Welfare, Financial Assistance, Destitute",https://www.myscheme.gov.in/schemes/fsdcwdw
c5ec37a7,Financial Assistance for Marriage of Daughters of ESM/Remarriage of Widows,Benefits Social,The scheme provides financial assistance to ESM or widows or Orphan daughters up to the rank of Havildar for the marriage of their daughters and the remarriage of widows of ESM. A grant amount per daughter/widow is provided (maximum up to two daughters) whose marriages are solemnised after 01.04.16.,"Daughter, Widow, Marriage, Financial Assistance, Sainik",https://www.myscheme.gov.in/schemes/famdrw
0a6be2e8,Education Assistance for the Construction Workers,Benefits Social,"The ""Education Assistance for the Construction Workers"" by the Delhi Building and Other Construction Workers Welfare Board, Labour Department, Delhi, is a welfare scheme that provides scholarship to the childrens of the construction worker of the board.","Labour, Scholarship, Students, Construction Workers, Financial Assistance, School, LLB, Polytechnic, ITI, Graduation, Distant Learning, Open Learning",https://www.myscheme.gov.in/schemes/edftcw
8f855b51,Education Loan Scheme - Delhi,Benefits Social,"""Education Loan Scheme"" provides financial assistance to the SC/ST/OBC/PwD students for pursuing professional and technical education in India and abroad, with loan limits of ₹7,50,000/- and ₹15,00,000/- respectively. Delhi residents with an annual family income below ₹5,00,000/- are eligible.","Education, Loan, Student, College, Scheduled Caste, Scheduled Tribe, Minority, Disability, OBC",https://www.myscheme.gov.in/schemes/els-delhi
85a2aa85,Indira Gandhi National Widow Pension Scheme- Chhattisgarh,Benefits Social,"Under this scheme, financial assistance of ₹500/- is provided to widows aged 40 to 79 years who are living Below the Poverty Line (BPL) to support them in living a respectful life. This scheme is centrally sponsored.","Indira Gandhi, Widow, Pension, BPL",https://www.myscheme.gov.in/schemes/ignwpschh
334a7d5c,Inter-caste Marriage Scheme,Benefits Social,The Inter-caste Marriage Scheme is an initiative by the Government of Himachal Pradesh to promote inter-caste marriages and encourage social integration in the state.,"Inter-caste Marriage, Financial Assistance, DBT Scheme",https://www.myscheme.gov.in/schemes/icms
13dc7444,Loan Based Schemes For Safai Karamchari - General Term Loan (GTL),Benefits Social,"A general term loan scheme by the Ministry of Social justice and Empowerment for Safai Karamchari, Manual Scavengers, and their dependants aged 18 years and above.","Safai Karamcharis, Entrepreneurship, Loan, Financial Assistance, Credit, Sanitation, Manual Scavengers, Waste Pickers",https://www.myscheme.gov.in/schemes/lbssf-gtl
e729855e,Loan Based Schemes For Safai Karamchari - Education Loan Scheme (ELS),Benefits Social,"An Education Loan scheme by the Ministry of Social justice and Empowerment for Safai Karamchari, Manual Scavengers, and their dependents aged 18 years and above.","Professional Course, Technical Course, Education Loan, Student, Manual Scavengers, Waste Pickers, Safai Karamcharis",https://www.myscheme.gov.in/schemes/lbssf-els
735e82e6,Loan For Foreign Study (E.B.C.),Benefits Social,"The scheme aims to support higher education abroad for eligible students from the Educationally Backward Class (EBC). It provides a maximum Foreign Study Loan of ₹15,00,000/- at an annual interest rate of 4% to EBC students.","Loan, Student, Education, College, Finance",https://www.myscheme.gov.in/schemes/lfs-ebc
ce0b57a0,Mai Bhago Vidya Scheme,Benefits Social,The government of Punjab launched Mai BhagoVidya Scheme in the State during 2011-12.,"Girl Welfare, Girl Empowerment, Education, Free Cycle",https://www.myscheme.gov.in/schemes/mbvs
24666eaf,Jharkhand Petrol Subsidy Scheme,Benefits Social,"The scheme ""Petrol Subsidy Scheme"" implemented by the Food, Public Distribution & Consumer Affairs Department, Government of Jharkhand, aims to provide a petrol subsidy of ₹250 per month for two-wheelers to eligible NFSA/Jharkhand State Food Security Scheme beneficiaries.","Subsidy, Petrol, Rural, Two-wheelers",https://www.myscheme.gov.in/schemes/jpss
a107a844,Kaidi Sahay Yojana,Benefits Social,"The ""Kaidi Sahay Yojana"" by the Social Justice and Empowerment Department, Gujarat, provides financial assistance of ₹25,000/- to the family of a prisoner who is the sole or main earner, to support them through self-employment.","Prisoner Family Aid, Social Welfare",https://www.myscheme.gov.in/schemes/ksygsw
